ID	DOCULECT	CONCEPT	COGIDS	GLOSSID	IPA	TOKENS	PROTOSTEM	PROTOFORM	COUNTERPART	NOTE
317	Middle_Cornish	stalk	83	117	laθ	l a θ	*slattā-	*slattā	lath
318	Old_Irish	blackberry	84	118	smēr	s m ē r	*smiyoro-	*smiyoros	smér
319	Middle_Welsh	blackberry	84	118	muiar	m u i a r	*smiyoro-	*smiyoros	mwyar
320	Middle_Breton	blackberry	84	118	mouar	m o u a r	*smiyoro-	*smiyoros	mouar
321	Old_Irish	nose	85	119	srōn	s r ō n	*srognā-	*srognā	srón
322	Middle_Welsh	nose 	85	119	froin	f r o i n	*srognā-	*srognā	ffroen
323	Old_Breton	nose	85	119	fron	f r o n	*srognā-	*srognā	fron
324	Gaulish	nose	85	119	frogna	f r o g n a	*srognā-	*srognā	frogna
325	Old_Irish	love	87	121	serk	s e r k	*sterkā-	*sterkā	serc
326	Middle_Welsh	love	87	121	serχ	s e r χ	*sterkā-	*sterkā	serch
327	Middle_Breton	concubine	87	122	serχ	s e r χ	*sterkā-	*sterkā	serc'h
328	Old_Irish	valley	88	123	sraθ 	s r a θ	*strato-	*stratos	srath
329	Middle_Welsh	valley	88	123	istrad	i s t r a d	*strato-	*stratos	ystrad
330	Middle_Breton	bottom	88	124	strad	s t r a d	*strato-	*stratos	strad
331	Old_Irish	treasure	89	125	sēd	s ē d	*swanto-	*swantos	sét
332	Middle_Welsh	desire	89	126	χwant	χ w a n t	*swanto-	*swantos	chwant
333	Middle_Breton	treasure	89	125	χoant	χ o a n t	*swanto-	*swantos	c'hoant
334	Old_Irish	turn, moment	90	127	sel	s e l	*swelo-	*swelos	sel
335	Middle_Welsh	turn, course	90	127	χwil	χ w i l	*swelo-	*swelos	chwyl
336	Middle_Breton	turn, moment	90	127	hoalat	h o a l a t	*swelo-	*swelos	hoalat
337	Old_Irish	six	91	128	sē	s ē	*swexs	*swexs	sé
338	Middle_Welsh	six	91	128	χwēχ	χ w ē χ	*swexs	*swexs	chwech
339	Old_Breton	six	91	128	hue	h u e	*swexs	*swexs	hue
340	Middle_Cornish	six	91	128	wē	w ē	*swexs	*swexs	whe
341	Gaulish	six	91	128	suex	s u e x	*swexs	*swexs	suexos
342	Celtiberian	six	91	128	sues	s u e s	*swexs	*swexs	sues
343	Old_Irish	time	92	129	tan	t a n	*tanā-	*tanā	tan
344	Middle_Welsh	time	92	129	tan	t a n	*tanā-	*tanā	tan
345	Old_Breton	time	92	129	tan	t a n	*tanā-	*tanā	tan
346	Old_Irish	tongue	93	130	teŋge	t e ŋ g e	*tangʷāt-	*tangʷāts	tengae
347	Old_Welsh	tongue	93	130	tauaūt	t a u a ū t	*tangʷāt-	*tangʷāts	tauawt
348	Middle_Breton	tongue	93	130	teuot	t e u o t	*tangʷāt-	*tangʷāts	teaut
349	Old_Irish	poet	94	131	taðg	t a ð g	*tasko-	*taskos	Tadg
350	Gaulish	badger	94	132	taskos	t a s k o s	*tasko-	*taskos	Tascos
351	Old_Irish	house	96	133	tex	t e x	*tegos-	*tegos	tech
352	Old_Welsh	house	96	133	tig	t i g	*tegos-	*tegos	tig
353	Old_Breton	house	96	133	tig	t i g	*tegos-	*tegos	tig	From bou-tig "stable"
354	Old_Irish	lord	97	134	tiɣern	t i ɣ e r n	*tigerno-	*tigernos	tigern
355	Middle_Welsh	lord	97	134	teern	t e e r n	*tigerno-	*tigernos	teern
356	Old_Breton	lord	97	134	tiarn	t i a r n	*tigerno-	*tigernos	tiarn
357	Gaulish	lord	97	134	tigernos	t i g e r n o s	*tigerno-	*tigernos	tigernos	From Toponym Castrum Tigernum
358	Old_Irish	land	98	135	tīr	t ī r	*tīros-	*tīros	tír
359	Old_Welsh	land	98	135	tīr	t ī r	*tīros-	*tīros	tir
360	Middle_Breton	land	98	135	tīr	t ī r	*tīros-	*tīros	tir
361	Old_Cornish	land	98	135	tīr	t ī r	*tīros-	*tīros	tir
362	Old_Irish	thunder	100	137	toran	t o r a n	*torano-	*toranos	torann
363	Middle_Welsh	thunder	100	137	taran	t a r a n	*torano-	*toranos	taran
364	Old_Breton	thunder	100	137	taran	t a r a n	*torano-	*toranos	taran
365	Old_Cornish	thunder	100	137	taran	t a r a n	*torano-	*toranos	taran
366	Gaulish	thunder	100	137	taranus	t a r a n u s	*torano-	*toranos	tarnus	From Deity name
367	Old_Irish	beach	101	138	trāɣ	t r ā ɣ	*trāgi-	*trāgi	tráig
368	Middle_Welsh	beach	101	138	trei	t r e i	*trāgi-	*trāgi	trei
369	Middle_Breton	beach	101	138	tre	t r e 	*trāgi-	*trāgi	tre
370	Middle_Cornish	beach	101	138	trig	t r i g 	*trāgi-	*trāgi	trig
371	Old_Irish	three	102	139	trī	t r ī	*trīs	*trīs	trí
372	Middle_Welsh	three	102	139	trī	t r ī	*trīs	*trīs	tri
373	Middle_Breton	three	102	139	trī	t r ī	*trīs	*trīs	tri
374	Middle_Cornish	three	102	139	trī	t r ī	*trīs	*trīs	try
375	Gaulish	three	102	139	treis	t r e i s	*trīs	*trīs	treis
376	Old_Irish	wave	103	140	ton	t o n	*tundā-	*tundā	tonn
377	Middle_Welsh	wave	103	140	ton	t o n	*tundā-	*tundā	tonn
378	Old_Breton	wave	103	140	ton	t o n	*tundā-	*tundā	tonn
379	Middle_Cornish	wave	103	140	ton	t o n	*tundā-	*tundā	ton
380	Old_Irish	under	104	141	fo	f o	*uɸo-	*uɸo	fo
381	Old_Welsh	under	104	141	guo	g u o	*uɸo-	*uɸo	guo
382	Old_Breton	under	104	141	guo	g u o	*uɸo-	*uɸo	guo
383	Middle_Cornish	under	104	141	go	g o	*uɸo-	*uɸo	go
384	Gaulish	under	104	141	vo	v o	*uɸo-	*uɸo	vo
385	Old_Irish	over, on	105	142	for	f o r	*uɸer-	*uɸer	for
386	Old_Welsh	over, on	105	142	guor	g u o r	*uɸer-	*uɸer	guor
387	Old_Breton	over, on	105	142	guor	g u o r	*uɸer-	*uɸer	guor
388	Middle_Cornish	over, on	105	142	gor	g o r	*uɸer-	*uɸer	gor
389	Gaulish	over, on	105	142	ver	v e r	*uɸer-	*uɸer	ver	From PN Ver-cingeto-rix
390	Celtiberian	over, on	105	142	uer	u e r	*uɸer-	*uɸer	uer	From UER-AMOM "highest"
391	Old_Irish	weak	106	143	fan	f a n	*wasno-	*wasnos	fann
392	Middle_Welsh	weak	106	143	gūan	g ū a n	*wasno-	*wasnos	gwan
393	Old_Breton	weak	106	143	guenion	g u e n i o n	*wasno-	*wasnos	guenion
394	Old_Cornish	weak	106	143	guan	g u a n	*wasno-	*wasnos	guan
395	Old_Irish	cause, reason	107	144	fāθ	f ā θ	*wātu-	*wātus	fáth
396	Middle_Welsh	poem	107	145	gūaūd	g ū a ū d	*wātu-	*wātus	gwawd
397	Old_Irish	wild	108	146	fīað	f ī a ð	*weidu-	*weidus	fíad
398	Middle_Welsh	wild	108	146	guið	g u i ð	*weidu-	*weidus	gwydd
399	Old_Breton	wild	108	146	guiod	g u i o d	*weidu-	*weidus	guiod
400	Old_Cornish	wild	108	146	guit	g u i t	*weidu-	*weidus	guit
401	Old_Irish	wagon	109	147	fēn	f ē n	*wegno-	*wegnos	fén
402	Old_Irish	blood	110	149	ful	f u l	*woli-	*wolis	fuil
403	Middle_Welsh	blood	110	150	gueli	g u e l i	*woli-	*wolis	gweli
404	Middle_Cornish	blood	110	1550	goli	g o l i	*woli-	*wolis	goly
405	Old_Irish	white	111	151	find	f i n d	*windo-	*windos	find
406	Middle_Welsh	white	111	151	gwin	g w i n	*windo-	*windos	gwynn
407	Old_Breton	white	111	151	gwin	g w i n	*windo-	*windos	guinn
408	Gaulish	white	111	151	uindus	u i n d u s	*windo-	*windos	uindus
409	Old_Irish	man	112	152	fer	f e r	*wiro-	*wiros	fer
410	Old_Welsh	man	112	152	gur	g u r	*wiro-	*wiros	gur
411	Middle_Breton	man	112	152	gur	g u r 	*wiro-	*wiros	gur
412	Old_Cornish	man	112	152	gur	g u r	*wiro-	*wiros	gur
413	Gaulish	man	112	152	uiros	u i r o s	*wiro-	*wiros	uiro
414	Celtiberian	man 	112	152	uiros	u i r o s	*wiro-	*wiros	uiros
415	Old_Irish	true	113	153	fīr	f ī r	*wīro-	*wīros	fír
416	Middle_Welsh	true	113	153	guīr	g u ī r	*wīro-	*wīros	gwir
417	Old_Breton	true	113	153	guīr	g u ī r	*wīro-	*wīros	guir
418	Old_Cornish	true	113	153	guīr	g u ī r	*wīro-	*wīros	guir
419	Old_Irish	wet	114	154	fliux	f l i u x	*wlikʷo-	*wlikʷos	fliuch
420	Old_Welsh	wet	114	154	gulip	g u l i p	*wlikʷo-	*wlikʷos	gulip
421	Old_Breton	wet	114	154	gulip	g u l i p	*wlikʷo-	*wlikʷos	gulip
422	Old_Cornish	wet	114	154	glibor	g l i b o r	*wlikʷo-	*wlikʷos	glibor
423	Old_Irish	band, troop	115	155	foren	f o r e n	*worīnā-	*worīnā	foirenn
424	Old_Welsh	band, troop	115	155	guerin	g u e r i n	*worīnā-	*worīnā	guerin
425	Old_Breton	band, troop	115	155	guerin	g u e r i n	*worīnā-	*worīnā	guerin
426	Old_Irish	root	116	156	frēn	f r ē n	*wridā-	*wridā	frén
427	Middle_Welsh	root	116	156	gureið	g u r e i ð	*wridā-	*wridā	gwreidd
428	Middle_Breton	root	116	156	gruizyen	g r u i z y e n	*wridā-	*wridā	gruizyen
429	Old_Cornish	root	116	156	gureiten	g u r e i t e n	*wridā-	*wridā	gwreiten
430	Old_Irish	worship	117	157	āl	ā l	*yālo-	*yālos	áil
431	Middle_Welsh	worship	117	157	iaul	i a u l	*yālo-	*yālos	iawl
432	Old_Irish	jealousy	118	158	ēd	ē	*yantu-	*yantus	ét
433	Middle_Welsh	jealousy	118	158	iant	i a n t	*yantu-	*yantus	iant
434	Old_Irish	ice	119	159	eɣ	e ɣ	*yegi-	*yegis	aig
435	Middle_Welsh	ice	119	159	ia	i a 	*yegi-	*yegis	ia
436	Middle_Breton	cold	119	160	yen	y e n	*yegi-	*yegis	yen
437	Old_Irish	young	120	161	ōg	ō g	*yuwanko-	*yuwankos	óc
438	Middle_Welsh	young	120	161	iueank	i u e a n k	*yuwanko-	*yuwankos	ieuanc
439	Middle_Breton	young	120	161	iouank	i o u a n k	*yuwanko-	*yuwankos	youanc
440	Old_Cornish	young	120	161	iouenk	i o u e n k	*yuwanko-	*yuwankos	iouenc
441	Gaulish	young	120	161	iouink	i o u i n k	*yuwanko-	*yuwankos	iouinc
