ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	HISTORY	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
1091	k uː	*kōz	k uː ( - - )	kuː	Kuh	299	German	TSV fix: proto *kōwz → *kōz (correct PGmc nom.sg. per Kroonen)				cow	*kōz	44
1508	k r ɑ x t	*kráftiz	k r ɑ x t ( - - )	krɑxt	kracht	413	Dutch					craft	*kráftiz	45
1507	k r ɑː f t	*kráftiz	k r ɑː f t ( - - )	krɑːft	craft	413	English					craft	*kráftiz	45
1981	c r æ f t	*kráftaz	k r ɑː f t ( - - )	krɑːft	cræft	413	Old_English	Kroonen: *kraftu- m. 'strength' (u-stem); Orel: *kraftiz ~ *kraftuz. OE cræft has æ (not e), ruling out i-stem *-iz which would trigger i-umlaut. Using a-stem *kraftăz.				craft	*kráftaz	45
1506	k r a f t	*kráftiz	k r a f t ( - - )	kraft	Kraft	413	German					craft	*kráftiz	45
881	k r ɔ p	*krúppaz	k r ɔ p ( - - )	krɔp	krop	242	Dutch					crop	*krúppaz	46
880	k r ɔ p	*krúppaz	k r ɔ p ( - - )	krɔp	crop	242	English					crop	*krúppaz	46
1982	c r o p p	*krúppaz	k r ɔ p ( - - )	krɔp	cropp	242	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			crop	*krúppaz	46
879	k r ɔ pf	*krúppaz	k r ɔ pf ( - - )	krɔp͡f	Kropf	242	German					crop	*krúppaz	46
1247	k ɪ t	*kwíθuz	k ɪ t ( - - )	kɪt	kit	342	Dutch					cud	*kwíθuz	47
1246	k ʌ d	*kwíθuz	k ʌ d ( - - )	kʌd	cud	342	English					cud	*kwíθuz	47
1983	c u d u	*kwéðuz	k ʌ d ( - - )	kʌd	cwedu	342	Old_English	Kroonen (2013:313) *kweduz m. u-stem 'resin' (Leiden orthography: *d* = [ð] intervocalically); Orel (2003) *kweðuz explicit; R/T (2014:323) PWGmc *kwidu presupposes PGmc *e-grade. PIE *gʷet-u- (Pokorny); Skt jatú 'lac' confirms PIE *t → PGmc *ð via Verner's Law in the mobile-accent u-stem paradigm; ON kváða preserves *ð directly. OE attests cwedu (Leechdoms, WS conservative e-grade), cwidu (classical WS paradigm-levelled i-grade), cweodu (Anglian back-umlaut), cwudu (Late WS w-rounding), cudu (kw>k before /u/). PROTOFORM *kwéðuz corrected 2026-04-24 from incorrect *kwíθuz; the FST's PWGmcDentalHardening yields cwedu directly. See DEV_NOTES §17.14.				cud	*kwéduz	47
1245	k ɪ t	*kwíθuz	k ɪ t ( - - )	kɪt	Kitt	342	German					cud	*kwíθuz	47
1184	d ɑ l	*dálaz	d ɑ l ( - - )	dɑl	dal	324	Dutch					dale	*dálaz	48
1183	d eɪ l	*dálaz	d eɪ l ( - - )	deɪl	dale	324	English					dale	*dálaz	48
1984	d æ l	*dálaz	d eɪ l ( - - )	deɪl	dæl	324	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			dale	*dálaz	48
1182	t aː l	*dálaz	t aː l ( - - )	taːl	Tal	324	German					dale	*dálaz	48
783	d ɑ x	*dágaz	d ɑ x ( - - )	dɑx	dag	214	Dutch					day	*dágaz	49
782	d eɪ	*dágaz	d eɪ - ( - - )	deɪ	day	214	English					day	*dágaz	49
1985	d æ ġ	*dágaz	d eɪ - ( - - )	dæj	dæġ	214	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			day	*dágaz	49
781	t aː k	*dágaz	t aː k ( - - )	taːk	Tag	214	German					day	*dágaz	49
1085	d eː l	*dáiliz	d eː l ( - - )	deːl	deel	297	Dutch					deal	*dáiliz	50
1084	d iː l	*dáiliz	d iː l ( - - )	diːl	deal	297	English					deal	*dáiliz	50
1986	d ǣ l	*dáiliz	d iː l ( - - )	diːl	dǣl	297	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			deal	*dáiliz	50
1083	t ai l	*dáiliz	t ai l ( - - )	tail	Teil	297	German					deal	*dáiliz	50
580	d aː t	*dēdiz	d aː t ( - - )	daːt	daad	159	Dutch					deed	*dēdiz	51
579	d iː d	*dēdiz	d iː d ( - - )	diːd	deed	159	English					deed	*dēdiz	51
1987	d ǣ d	*dēdiz	d iː d ( - - )	diːd	dǣd	159	Old_English	R/T vol.2 13823: PGmc *dēdiz > WS OE dǣd (not Anglian dēd)				deed	*dēdiz	51
578	t aː t	*dēdiz	t aː t ( - - )	taːt	Tat	159	German					deed	*dēdiz	51
409	d iː r	*déuzą	d iː r ( - - )	diːr	dier	112	Dutch					deer	*déuzą	52
408	d ɪə	*déuzą	d ɪə r ( - - )	dɪə	deer	112	English					deer	*déuzą	52
1988	d ē o r	*déuzą	d ɪə r ( - - )	dɪə	dēor	112	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			deer	*déuzą	52
407	t iː r	*déuzą	t iː r ( - - )	tiːr	Tier	112	German					deer	*déuzą	52
1520	d ɑu ʋ	*dawwō	d - ɑu ʋ ( - )	dɑuʋ	dauw	416	Dutch					dew	*dawwō	53
1519	d j uː	*dawwō	d j uː - ( - )	djuː	dew	416	English					dew	*dawwō	53
1989	d ē a w	*dáwwō	d j uː - ( - )	djuː	dēaw	416	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			dew	*dawwō	53
1518	t au	*dawwō	t - au - ( - )	tau	Tau	416	German					dew	*dawwō	53
896	d ɪ l ə	*déljaz	d ɪ l ( - ə - )	dɪlə	dille	246	Dutch					dill	*déljaz	54
895	d ɪ l	*déljaz	d ɪ l ( - - - )	dɪl	dill	246	English					dill	*déljaz	54
1990	d i l e	*déliz	d ɪ l ( - - - )	dɪl	dile	246	Old_English	"I-stem *deliz per Kroonen p.93: ""evidence for both an i-stem (OE dile) and a ja-stem (OS dilli, OHG tilli)"". OE generalized i-stem; OS/OHG generalized ja-stem."	See DEV_NOTES §dile.			dill	*déliz	54
894	d ɪ l	*déljaz	d ɪ l ( - - - )	dɪl	Dill	246	German	BOR			Low German	dill	*déljaz	54
1584	d uː n	*dōną	d uː - n ( - - )	duːn	doen	434	Dutch					do	*dōną	55
1583	d uː	*dōną	d uː - - ( - - )	duː	do	434	English					do	*dōną	55
1991	d ō n	*dōną	d uː - - ( - - )	duː	dōn	434	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			do	*dōną	55
1582	t uː n	*dōną	t uː ə n ( - - )	tuːn	tun	434	German					do	*dōną	55
103	d ɔː	*dúrą	d ɔː r ( - - )	dɔː	door	29	English					door	*dúrą	335
1992	d o r	*dúrą	d ɔː r ( - - )	dɔː	dor	29	Old_English	"OE has two reflexes: neut. a-stem *dor* (< *durą, regular u-lowering) and fem. u-stem *duru* (analogical shift per R/T p.385). Using etymological *dor* as target. Cf. Hall: ""dor n. door, gate""."				door	*dúrą	335
102	t oː r	*dúrą	t oː r ( - - )	toːr	Tor	29	German					door	*dúrą	335
764	d eː x	*dáigaz	d eː x ( - - )	deːx	deeg	209	Dutch					dough	*dáigaz	56
763	d əʊ	*dáigaz	d əʊ - ( - - )	dəʊ	dough	209	English					dough	*dáigaz	56
1993	d ā g	*dáigaz	d əʊ - ( - - )	dəʊ	dāg	209	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			dough	*dáigaz	56
762	t ai k	*dáigaz	t ai k ( - - )	taik	Teig	209	German					dough	*dáigaz	56
57	d oː v ə	*dūbōn	d oː v ə ( - )	doːvə	dove	16	Dutch					dove	*dūbōn	57
56	d ʌ v	*dūbōn	d ʌ v - ( - )	dʌv	dove	16	English					dove	*dūbōn	57
1994	* d ū f e	*dūbōn	d ʌ v - ( - )	dʌv	-	16	Old_English	Unattested OE; reconstructed *dūfe. | Attested OE culfre is not cognate with ModE dove; reconstructed *dūfe unattested.	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			dove	*dūbōn	57
55	t au b ə	*dūbōn	t au b ə ( - )	taubə	Taube	16	German					dove	*dūbōn	57
398	d r oː m	*dráugmaz	d r oː m ( - - )	droːm	droom	109	Dutch					dream	*dráugmaz	58
397	d r iː m	*dráugmaz	d r iː m ( - - )	driːm	dream	109	English					dream	*dráugmaz	58
1995	d r ē a m	*dráugmaz	d r iː m ( - - )	driːm	drēam	109	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			dream	*dráugmaz	58
396	t r au m	*dráugmaz	t r au m ( - - )	traum	Traum	109	German					dream	*dráugmaz	58
744	d r ɑ ŋ k	*dránkiz	d r ɑ ŋ k ( - - )	drɑŋk	drank	204	Dutch					drench	*dránkiz	59
743	d r ɛ n ʧ	*dránkiz	d r ɛ n ʧ ( - - )	drɛnʧ	drench	204	English					drench	*dránkiz	59
1996	d r e n ċ	*dránkiz	d r ɛ n ʧ ( - - )	drɛnʧ	drenċ	204	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			drench	*dránkiz	59
742	t r a ŋ k	*dránkiz	t r a ŋ k ( - - )	traŋk	Trank	204	German					drench	*dránkiz	59
22	d r ɪ ŋ k ə	*drínkaną	d r ɪ ŋ k ə - ( - - )	drɪŋkə	drinken	6	Dutch					drink	*drínkaną	60
21	d r ɪ ŋ k	*drínkaną	d r ɪ ŋ k - - ( - - )	drɪŋk	drink	6	English					drink	*drínkaną	60
1997	d r i n c a n	*drínkaną	d r ɪ ŋ k - - ( - - )	drɪŋk	drincan	6	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			drink	*drínkaną	60
20	t r ɪ ŋ k ə n	*drínkaną	t r ɪ ŋ k ə n ( - - )	trɪŋkən	trinken	6	German					drink	*drínkaną	60
1243	d r ɛɪ v ə	*drībaną	d r ɛɪ v ə - ( - - )	drɛɪvə	drijven	341	Dutch					drive	*drībaną	61
1242	d r aɪ v	*drībaną	d r aɪ v - - ( - - )	draɪv	drive	341	English					drive	*drībaną	61
1998	d r ī f a n	*drībaną	d r aɪ v - - ( - - )	draɪv	drīfan	341	Old_English		Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			drive	*drībaną	61
1241	t r ai b ə n	*drībaną	t r ai b ə n ( - - )	traibən	treiben	341	German					drive	*drībaną	61
89	aː r d ə	*erθōn	aː r d ə	aːrdə	aarde	25	Dutch					earth	*erθōn	62
88	ɜː θ	*erθōn	ɜː - θ -	ɜːθ	earth	25	English					earth	*erθōn	62
1999	e o r þ e	*érθōn	ɜː - θ -	eo̯rˠðe	eorþe	25	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			earth	*erθōn	62
87	eː r d ə	*erθōn	eː r d ə	eːrdə	Erde	25	German					earth	*erθōn	62
1333	eː t ə	*étaną	eː t ə - ( - - )	eːtə	eten	365	Dutch					eat	*étaną	63
1332	iː t	*étaną	iː t - - ( - - )	iːt	eat	365	English					eat	*étaną	63
2000	e t a n	*étaną	iː t - - ( - - )	iːt	etan	365	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			eat	*étaną	63
1331	ɛ s ə n	*étaną	ɛ s ə n ( - - )	ɛsən	essen	365	German					eat	*étaną	63
775	aː l	*ēlaz	aː l ( - - )	aːl	aal	212	Dutch					eel	*ēlaz	64
774	iː l	*ēlaz	iː l ( - - )	iːl	eel	212	English					eel	*ēlaz	64
2001	ǣ l	*ēlaz	iː l ( - - )	iːl	ǣl	212	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			eel	*ēlaz	64
773	aː l	*ēlaz	aː l ( - - )	aːl	Aal	212	German					eel	*ēlaz	64
250	v ɑ l ə	*fállaną	v ɑ l ə - ( - - )	vɑlə	vallen	69	Dutch					fall	*fállaną	65
249	f ɔː l	*fállaną	f ɔː l - - ( - - )	fɔːl	fall	69	English					fall	*fállaną	65
2002	f e a l l a n	*fállaną	f ɔː l - - ( - - )	fɔːl	feallan	69	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fall	*fállaną	65
248	f a l ə n	*fállaną	f a l ə n ( - - )	falən	fallen	69	German					fall	*fállaną	65
205	v aː r ə	*fáraną	v aː r ə - ( - - )	vaːrə	varen	57	Dutch					fare	*fáraną	66
204	f ɛə	*fáraną	f ɛə r - - ( - - )	fɛə	fare	57	English					fare	*fáraną	66
2003	f a r a n	*fáraną	f ɛə r - - ( - - )	fɛə	faran	57	Old_English	OE target faran (inf. of str.v. class VI 'to fare, go'). Earlier note had færan, conflated with i-umlauted 2/3sg pres fær(e)þ or with weak causative færan 'to frighten' (< *fōrjaną); on the §17.26.0 hypothesis the wrong target was set to match the pre-§17.25 buggy FST output. Corrected per DEV_NOTES §17.26.				fare	*fáraną	66
203	f aː r ə n	*fáraną	f aː r ə n ( - - )	faːrən	fahren	57	German					fare	*fáraną	66
1317	v ɑ s t ə	*fastēną	v ɑ s t ə - ( - - )	vɑstə	vasten	361	Dutch					fast	*fastēną	67
1316	f ɑː s t	*fastēną	f ɑː s t - - ( - - )	fɑːst	fast	361	English					fast	*fastēną	67
2004	f e s t a n	*fástijaną	f a s t i a n ( - - )	fɑstiɑn	festan	361	Old_English	"R/T: ""festan 'to fix, to fasten' < *fæstjan"" (Class I weak); ""acquired stative meaning ['to fast'] by lexical confusion"" with *fastēn-. OE fæstan has æ from analogy with adj. fæst."				fast	*fástijaną	67
1315	f a s t ə n	*fastēną	f a s t ə n ( - - )	fastən	fasten	361	German					fast	*fastēną	67
912	v aː d ə r	*fadēr	v aː d ə r	vaːdər	vader	250	Dutch					father	*fadēr	68
911	f ɑː ð ə	*fadēr	f ɑː ð ə r	fɑːðə	father	250	English					father	*fadēr	68
2005	ˈ f æ d e r	*fádēr	f ɑː ð ə r	ˈfæder	fæder	250	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12)			father	*fadēr	68
910	f aː t ə r	*fadēr	f aː t ə r	faːtər	Vater	250	German					father	*fadēr	68
118	v eː	*féxu	v eː ( - - )	veː	vee	33	Dutch					fee	*féxu	69
117	f iː	*féxu	f iː ( - - )	fiː	fee	33	English					fee	*féxu	69
2006	f e o h	*féxu	f iː ( - - )	fiː	feoh	33	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fee	*féxu	69
116	v iː	*féxu	v iː ( - - )	viː	Vieh	33	German					fee	*féxu	69
1801	v ɛ l	*féllą	v ɛ l ( - - )	vɛl	vel	493	Dutch					fell	*féllą	70
1800	f ɛ l	*féllą	f ɛ l ( - - )	fɛl	fell	493	English					fell	*féllą	70
2007	f e l l	*féllą	f ɛ l ( - - )	fɛl	fell	493	Old_English	Kroonen *fella- n. 'skin/hide' > OE fell; cf. Dutch vel, German Fell				fell	*féllą	70
1799	f ɛ l	*féllą	f ɛ l ( - - )	fɛl	Fell	493	German					fell	*féllą	70
464	v aː r ə	*fárnaz	v aː r - ( ə - )	vaːrə	varen	127	Dutch					fern	*fárnaz	71
463	f ɜː n	*fárnaz	f ɜː - n ( - - )	fɜːn	fern	127	English					fern	*fárnaz	71
2008	f e a r n	*fárnaz	f ɜː - n ( - - )	fɜːn	fearn	127	Old_English	Proto: oblique *farnăn→*farnăz (m. a-stem nom.sg.; Kroonen)				fern	*fárnaz	71
462	f a r n	*fárnaz	f a r n ( - - )	farn	Farn	127	German					fern	*fárnaz	71
700	v ɛ l t	*félθuz	v ɛ l t ( - - )	vɛlt	veld	192	Dutch					field	*félθuz	72
699	f iː l d	*félθuz	f iː l d ( - - )	fiːld	field	192	English					field	*félθuz	72
2009	f e l d	*félθuz	f iː l d ( - - )	fiːld	feld	192	Old_English	R/T §5.1.3 p.171: *felθu-/*feldu- may reflect Verner's alternation or regular PWGmc *lθ→*ld; either gives OE feld				field	*félθuz	72
698	f ɛ l t	*félθuz	f ɛ l d ( - - )	fɛlt	Feld	192	German					field	*félθuz	72
160	v ɛ x t ə	*féxtaną	v ɛ x t ə - ( - - )	vɛxtə	vechten	45	Dutch					fight	*féxtaną	73
159	f aɪ t	*féxtaną	f aɪ - t - - ( - - )	faɪt	fight	45	English					fight	*féxtaną	73
2010	f e o h t a n	*féxtaną	f aɪ - t - - ( - - )	faɪt	feohtan	45	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fight	*féxtaną	73
158	f ɛ x t ə n	*féxtaną	f ɛ x t ə n ( - - )	fɛxtən	fechten	45	German					fight	*féxtaną	73
1762	v ɪ n d ə	*fínθaną	v ɪ n d ə - ( - - )	vɪndə	vinden	482	Dutch					find	*fínθaną	74
1761	f aɪ n d	*fínθaną	f aɪ n d - - ( - - )	faɪnd	find	482	English					find	*fínθaną	74
2011	f u n d e n e	*fúnðanǭ	f aɪ n d - - ( - - )	faɪnd	fundene	482	Old_English	Paradigm-cell acc.sg.m. of strong past ptc, attested (Bosworth-Toller s.v. findan: "Beón i hergeata ww fundene, 414, 4 note"; cf. Hall s.v. tō-fundennes). Regular Verner *ð → *d, intervocalic *n triggers medial fronting *-an- → *-en-, bimoric *-ǭ → -e. Nom.sg. funden is analogical (Campbell §334, Luick §301,3, Brunner §366 Anm. 3). See DEV_NOTES §17.10.30–32.				find	*fúnðanǭ	74
1760	f ɪ n d ə n	*fínθaną	f ɪ n d ə n ( - - )	fɪndən	finden	482	German					find	*fínθaną	74
1702	v ɪ ŋ ə r	*fíngraz	v ɪ ŋ - ə r ( - - )	vɪŋər	vinger	466	Dutch					finger	*fíngraz	75
1701	f ɪ ŋ ɡ ə	*fíngraz	f ɪ ŋ ɡ ə r ( - - )	fɪŋɡə	finger	466	English					finger	*fíngraz	75
2012	f i n g e r	*fíngraz	f ɪ ŋ ɡ ə r ( - - )	fɪŋɡə	finger	466	Old_English		Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			finger	*fíngraz	75
1700	f ɪ ŋ ə r	*fíngraz	f ɪ ŋ - ə r ( - - )	fɪŋər	Finger	466	German					finger	*fíngraz	75
1588	v yː r	*fūri	v yː - - r	vyːr	vuur	435	Dutch					fire	*fūri	76
1587	f aɪ ə	*fūri	f aɪ - ə r	faɪə	fire	435	English					fire	*fūri	76
2013	f ȳ r e	*fūri	f ȳ r e	fyːre	fȳre	435	Old_English	ANALOGICAL: Proto dat.sg. *fūri triggers i-umlaut; final *-i apocopated after heavy syllable → fȳr. Attested fȳre has -e analogically restored by proportion with regular a-stems (word:worde::fȳr:fȳre). FST correctly produces endingless fȳr.	See DEV_NOTES.md.			fire	*fūrą	76
1586	f ɔy ə r	*fūri	f ɔy - ə r	fɔyər	Feuer	435	German					fire	*fūri	76
1262	v ɪ s	*fískaz	v ɪ s - ( - - )	vɪs	vis	346	Dutch					fish	*fískaz	77
1261	f ɪ ʃ	*fískaz	f ɪ ʃ - ( - - )	fɪʃ	fish	346	English					fish	*fískaz	77
2014	f i s ċ	*fískaz	f ɪ ʃ - ( - - )	fiʃ	fisċ	346	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fish	*fískaz	77
1260	f ɪ ʃ	*fískaz	f ɪ ʃ - ( - - )	fɪʃ	Fisch	346	German					fish	*fískaz	77
1830	v œy s t	*fúnxstiz	v œy ( - - ) s t ( - - )	vœyst	vuist	501	Dutch					fist	*fúnxstiz	78
1829	f ɪ s t	*fúnxstiz	f ɪ ( - - ) s t ( - - )	fɪst	fist	501	English					fist	*fúnxstiz	78
2015	f ȳ s t	*fúnxstiz	f ɪ ( - - ) s t ( - - )	fɪst	fȳst	501	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			fist	*fúnxstiz	78
1828	f au s t	*fúnxstiz	f au ( - - ) s t ( - - )	faust	Faust	501	German					fist	*fúnxstiz	78
50	f l ɑː s k	*flaskō	f l ɑː s k -	flɑːsk	flask	14	English					flask	*flaskō	336
2016	f l a s c e	*fláskōn	f l ɑː s k -	flɑːsk	flasce	14	Old_English		Proto corrected: weak fem. ōn-stem *flaskōn (Orel *flaskò(n) sb.f.; Kroonen *flaskǭ). TSV had *flaskō (strong ō-stem, no final vowel after heavy syllable). A-restoration trigger fix: *ǭ (nasalized, from *-ōn) now triggers A-restoration, preserving root *a before medial *sk.			flask	*flaskōn	336
49	f l a ʃ ə	*flaskō	f l a ʃ - ə	flaʃə	Flasche	14	German					flask	*flaskō	336
1811	v l ɑ s	*fláxsą	v l ɑ - s ( - - )	vlɑs	vlas	496	Dutch					flax	*fláxsą	79
1810	f l æ k s	*fláxsą	f l æ k s ( - - )	flæks	flax	496	English					flax	*fláxsą	79
2017	f l e a x	*fláxsą	f l æ k s ( - - )	flæks	fleax	496	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flax	*fláxsą	79
1809	f l a k s	*fláxsą	f l a k s ( - - )	flaks	Flachs	496	German					flax	*fláxsą	79
973	v l oː	*fláuxz	v l oː - ( - )	vloː	vlo	267	Dutch					flea	*fláuxz	80
972	f l iː	*fláuxz	f l iː - ( - )	fliː	flea	267	English					flea	*fláuxz	80
2018	f l ē a h	*fláuxz	f l iː - ( - )	fliː	flēah	267	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flea	*fláuxz	80
971	f l oː	*fláuxz	f l oː - ( - )	floː	Floh	267	German					flea	*fláuxz	80
1228	v l iː d ə	*fléuxaną	v l iː d ə - ( - - )	vliːdə	vlieden	337	Dutch	IR				flee	*fléuxaną	81
1227	f l iː	*fléuxaną	f l iː - - - ( - - )	fliː	flee	337	English					flee	*fléuxaną	81
2019	f l ē o n	*fléuxaną	f l iː - - - ( - - )	fliː	flēon	337	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flee	*fléuxaną	81
1226	f l iː ə n	*fléuxaną	f l iː - ə n ( - - )	fliːən	fliehen	337	German					flee	*fléuxaną	81
1029	v l eː s	*fláiskiz	v l eː s - ( - - )	vleːs	vlees	282	Dutch					flesh	*fláiskiz	82
1028	f l ɛ ʃ	*fláiskiz	f l ɛ ʃ - ( - - )	flɛʃ	flesh	282	English					flesh	*fláiskiz	82
2020	f l ǣ s ċ	*fláiskiz	f l ɛ ʃ - ( - - )	flɛʃ	flǣsċ	282	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flesh	*fláiskiz	82
1027	f l ai ʃ	*fláiskiz	f l ai ʃ - ( - - )	flaiʃ	Fleisch	282	German					flesh	*fláiskiz	82
1412	v l uː t	*flōduz	v l uː t ( - - )	vluːt	vloed	386	Dutch					flood	*flōduz	83
1411	f l ʌ d	*flōduz	f l ʌ d ( - - )	flʌd	flood	386	English					flood	*flōduz	83
2021	f l ō d	*flōduz	f l ʌ d ( - - )	flʌd	flōd	386	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			flood	*flōduz	83
1410	f l uː t	*flōduz	f l uː t ( - - )	fluːt	Flut	386	German					flood	*flōduz	83
1110	v l iː ɣ ə	*fléuganą	v l iː ɣ ə - ( - - )	vliːɣə	vliegen	304	Dutch					fly	*fléuganą	84
1109	f l aɪ	*fléuganą	f l aɪ - - - ( - - )	flaɪ	fly	304	English					fly	*fléuganą	84
2022	f l ē o g a n	*fléuganą	f l aɪ - - - ( - - )	flaɪ	flēogan	304	Old_English	R/T 10088: PGmc *fleugaṇ > OE flēogan; flȳġe is derived form				fly	*fléuganą	84
1108	f l iː ɡ ə n	*fléuganą	f l iː ɡ ə n ( - - )	fliːɡən	fliegen	304	German					fly	*fléuganą	84
1449	f əʊ l	*fulô	f əʊ l ( - - )	fəʊl	foal	396	English					foal	*fulô	337
2023	f o l a	*fúlô	f əʊ l ( - - )	fəʊl	fola	396	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			foal	*fulô	337
1448	f oː l ə n	*fulô	f oː l ( ə n )	foːlən	Fohlen	396	German					foal	*fulô	337
888	v uː r	*fōdrą	v uː - - r ( - - )	vuːr	voer	244	Dutch					fodder	*fōdrą	85
887	f ɔ d ə	*fōdrą	f ɔ d ə r ( - - )	fɔdə	fodder	244	English					fodder	*fōdrą	85
2024	f ō d o r	*fōdrą	f ɔ d ə r ( - - )	fɔdə	fōdor	244	Old_English		Source: Wiktionary etymology (Wiktionary etymology bullet (fodder → Old English fōdor))			fodder	*fōdrą	85
886	f ʊ t ə r	*fōdrą	f ʊ t ə r ( - - )	fʊtər	Futter	244	German					fodder	*fōdrą	85
445	v ɑu ʋ	*fálθaną	v ɑu ʋ - ə - ( - - )	vɑuʋ	vouw	122	Dutch	NC				fold	*fálθaną	86
