language	variety	form	display	sort_key	form_role	source_scope	source_ref	occurrence_id	origin	status
oe		folgian	folgian	folgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		folgian	folgian	folgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:57	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:57:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		folgian	folgian	folgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:68	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:68:3	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		folgian	folgian	folgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:69	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:69:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		folgian	folgian	folgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:69	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:69:2	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		folgian	folgian	folgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:73	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:73:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		folgon	folgon	folgon	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:68	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:68:2	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe	merc	for-geofan	for-geofan	forgeofan	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md:21	broad-prose:a403939cd5c2e6	broad_prose_curated	override
oe		for-geofan	for-geofan	forgeofan	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md:29	broad-prose:f7e13e1cfac34e	broad_prose_curated	override
oe		for-leósan	for-leósan	forleosan	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2028-forlorn-lēosan.model.md:21	broad-prose:f0096aeed8d3b7	broad_prose_curated	override
oe		for-lēosan	for-lēosan	forleosan	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2028-forlorn-lēosan.model.md:21	broad-prose:674c88db1ca3f2	broad_prose_curated	override
oe		forlēosan	forlēosan	forleosan	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2028-forlorn-lēosan.model.md:25	broad-prose:860a2a26944221	broad_prose_curated	override
oe		forloren	forloren	forloren	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2028-forlorn-lēosan.model.md:25	broad-prose:5ebadbdccd42e4	broad_prose_curated	override
oe		forlorn	forlorn	forlorn	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2028-forlorn-lēosan.model.md:25	broad-prose:e4c63fed47319d	broad_prose_curated	override
oe		fugel	fugel	fugel	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2030-fowl-fugol.model.md:35	broad-prose:cb84e3c973e699	broad_prose_curated	override
oe		fugol	fugol	fugol	target_form	lexical_heading	fowl — OE fugol	heading:9af88ea1381247	manifest	auto
oe		full	full	full	evidence_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md:24	broad-prose:2435619d6eb9aa	broad_prose_curated	override
oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:26	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:26:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:36	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:36:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:39	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:39:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:50	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:50:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62:2	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62:3	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:29	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:29:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:40	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:40:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:46	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:46:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:51	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:51:1	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		fundene	fundene	fundene	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63:2	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63:3	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	auto
oe		fundene	fundene	fundene	target_form	lexical_heading	find — OE fundene	heading:169b226b83bb09	manifest	auto
oe		fylgan	fylgan	fylgan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:21	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylgan	fylgan	fylgan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:26	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:26:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylgan	fylgan	fylgan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:34	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:34:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylgan	fylgan	fylgan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylgan	fylgan	fylgan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:70	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:70:4	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylġan	fylġan	fylgan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:3	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylġan	fylġan	fylgan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:56	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:56:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylġan	fylġan	fylgan	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:70	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:70:2	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylġan	fylġan	fylgan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:70	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:70:3	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylġan	fylġan	fylgan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:72	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:72:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylġan	fylġan	fylgan	target_form	lexical_heading	follow — OE fylġan	heading:dc60df54332288	manifest	auto
oe		fylg(e)an	fylg(e)an	fylgean	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:22	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:22:2	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylg(e)an	fylg(e)an	fylgean	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:39	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:39:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylgean	fylgean	fylgean	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:36	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:36:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylgean	fylgean	fylgean	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:40:2	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylgean	fylgean	fylgean	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:42:2	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fylgian	fylgian	fylgian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35:1	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fyligan	fyligan	fyligan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:35:2	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md	auto
oe		fyr	fyr	fyr	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:32	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:32:1	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md	auto
oe		fȳr	fȳr	fyr	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:28	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:28:1	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md	auto
oe		fȳr	fȳr	fyr	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:45	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:45:1	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md	auto
oe		fȳr	fȳr	fyr	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:63	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:63:2	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md	auto
oe		fȳr	fȳr	fyr	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:63	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:63:3	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md	auto
oe		fyre	fyre	fyre	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:33	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md	auto
oe		fȳre	fȳre	fyre	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:28	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:28:2	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md	auto
oe		fȳre	fȳre	fyre	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:48	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:48:1	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md	auto
oe		fȳre	fȳre	fyre	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:64	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:64:1	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md	auto
oe		fȳre	fȳre	fyre	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:64	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md:64:2	Germanic/docs/lexeme_reports/model_entries/2013-fire-fȳre.model.md	auto
oe		fȳre	fȳre	fyre	target_form	lexical_heading	fire — OE fȳre	heading:be16b13dab0739	manifest	auto
oe		fyrhte	fyrhte	fyrhte	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:32	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:32:1	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhte	fyrhte	fyrhte	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:37	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:37:1	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhte	fyrhte	fyrhte	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:44	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:44:1	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhte	fyrhte	fyrhte	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62:2	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhte	fyrhte	fyrhte	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62:3	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhte	fyrhte	fyrhte	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:65	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:65:1	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhte	fyrhte	fyrhte	target_form	lexical_heading	fright — OE fyrhte	heading:bd9973c59ea02b	manifest	auto
oe		fyrhto	fyrhto	fyrhto	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33:2	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhto	fyrhto	fyrhto	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:2	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhto	fyrhto	fyrhto	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:4	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhtu	fyrhtu	fyrhtu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhtu	fyrhtu	fyrhtu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:1	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe		fyrhtu	fyrhtu	fyrhtu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:3	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md	auto
oe	angl	galla	galla	galla	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:38	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:38:2	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe	angl	galla	galla	galla	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:61	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:61:1	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe	angl	galla	galla	galla	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:61	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:61:2	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe		gang	gang	gang	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:21	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	auto
oe		gang	gang	gang	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:21	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:21:2	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	auto
oe		gang	gang	gang	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:21	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:21:3	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	auto
oe		gang	gang	gang	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:25	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:25:1	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	auto
oe		gang	gang	gang	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:29	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:29:1	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	auto
oe		gang	gang	gang	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:33	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	auto
oe		gang	gang	gang	target_form	lexical_heading	gang — OE gang	heading:f146462721f64c	manifest	auto
oe		gangan	gangan	gangan	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md:29	broad-prose:c839c54a5df609	broad_prose_curated	override
oe	north	geafa	geafa	geafa	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md:21	broad-prose:9ed67651a9b7d1	broad_prose_curated	override
oe		geafa	geafa	geafa	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md:29	broad-prose:cea1b88e4bdd51	broad_prose_curated	override
oe		gealla	gealla	gealla	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:32	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:32:1	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe		gealla	gealla	gealla	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:38	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:38:1	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe		ġealla	ġealla	gealla	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:35	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:35:1	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe		ġealla	ġealla	gealla	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:39	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:39:1	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe		ġealla	ġealla	gealla	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:45	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:45:1	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe		ġealla	ġealla	gealla	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:60	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:60:2	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe		ġealla	ġealla	gealla	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:60	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:60:3	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe		ġealla	ġealla	gealla	target_form	lexical_heading	gall — OE ġealla	heading:735af3a6379a4f	manifest	auto
oe		geallan	geallan	geallan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:33	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md	auto
oe		gearn	gearn	gearn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md:21	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md	auto
oe		gearn	gearn	gearn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md:25	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md:25:1	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md	auto
oe		ġearn	ġearn	gearn	target_form	lexical_heading	yarn — OE ġearn	heading:1f65d83d005ee2	manifest	auto
oe		ge-bann	ge-bann	gebann	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:32	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:32:1	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md	auto
oe		gebann	gebann	gebann	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:22	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:22:1	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md	auto
oe		gebanne	gebanne	gebanne	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:33	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md	auto
oe		ge-byrd	ge-byrd	gebyrd	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1951-birth-byrd.model.md:25	broad-prose:50ea8df499c585	broad_prose_curated	override
oe		gebyrd	gebyrd	gebyrd	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1951-birth-byrd.model.md:25	broad-prose:d6bdd15afc0680	broad_prose_curated	override
oe		gebyrdu	gebyrdu	gebyrdu	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1951-birth-byrd.model.md:25	broad-prose:5dcb4753633519	broad_prose_curated	override
oe		geoguþ	geoguþ	geoguth	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:35	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:35:1	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	auto
